BUYPRICE;CUSTOMERNUMBER;CREDITLIMIT;TERRITORY
58;161;84600.0;NA        
25;161;84600.0;NA        
85;161;84600.0;NA        
23;161;84600.0;NA        
61;161;84600.0;NA        
54;161;84600.0;NA        
34;161;84600.0;NA        
47;161;84600.0;NA        
49;161;84600.0;NA        
69;161;84600.0;NA        
91;161;84600.0;NA        
49;161;84600.0;NA        
24;161;84600.0;NA        
61;161;84600.0;NA        
67;161;84600.0;NA        
37;161;84600.0;NA        
29;161;84600.0;NA        
36;161;84600.0;NA        
67;161;84600.0;NA        
33;161;84600.0;NA        
27;161;84600.0;NA        
51;161;84600.0;NA        
69;161;84600.0;NA        
59;161;84600.0;NA        
54;161;84600.0;NA        
36;161;84600.0;NA        
36;161;84600.0;NA        
91;161;84600.0;NA        
66;161;84600.0;NA        
24;161;84600.0;NA        
61;161;84600.0;NA        
99;173;43400.0;NA        
58;173;43400.0;NA        
61;173;43400.0;NA        
34;173;43400.0;NA        
61;173;43400.0;NA        
57;173;43400.0;NA        
65;173;43400.0;NA        
34;173;43400.0;NA        
26;173;43400.0;NA        
40;173;43400.0;NA        
33;173;43400.0;NA        
66;175;84300.0;NA        
57;175;84300.0;NA        
62;175;84300.0;NA        
49;175;84300.0;NA        
29;175;84300.0;NA        
47;175;84300.0;NA        
51;175;84300.0;NA        
62;175;84300.0;NA        
49;175;84300.0;NA        
69;175;84300.0;NA        
91;175;84300.0;NA        
66;175;84300.0;NA        
49;175;84300.0;NA        
24;175;84300.0;NA        
61;175;84300.0;NA        
37;175;84300.0;NA        
36;175;84300.0;NA        
67;175;84300.0;NA        
59;175;84300.0;NA        
96;175;84300.0;NA        
89;175;84300.0;NA        
83;175;84300.0;NA        
92;175;84300.0;NA        
27;175;84300.0;NA        
37;175;84300.0;NA        
61;181;76400.0;NA        
24;181;76400.0;NA        
49;181;76400.0;NA        
91;181;76400.0;NA        
66;181;76400.0;NA        
33;181;76400.0;NA        
61;181;76400.0;NA        
47;181;76400.0;NA        
24;181;76400.0;NA        
56;181;76400.0;NA        
34;181;76400.0;NA        
89;181;76400.0;NA        
56;181;76400.0;NA        
102;181;76400.0;NA        
75;181;76400.0;NA        
78;181;76400.0;NA        
92;181;76400.0;NA        
23;181;76400.0;NA        
32;181;76400.0;NA        
61;181;76400.0;NA        
16;181;76400.0;NA        
57;181;76400.0;NA        
54;181;76400.0;NA        
34;181;76400.0;NA        
47;181;76400.0;NA        
52;198;23000.0;NA        
65;198;23000.0;NA        
58;198;23000.0;NA        
57;198;23000.0;NA        
40;198;23000.0;NA        
69;198;23000.0;NA        
36;198;23000.0;NA        
33;198;23000.0;NA        
99;202;90300.0;NA        
78;202;90300.0;NA        
58;202;90300.0;NA        
61;202;90300.0;NA        
34;202;90300.0;NA        
61;202;90300.0;NA        
58;202;90300.0;NA        
23;202;90300.0;NA        
57;202;90300.0;NA        
34;202;90300.0;NA        
47;202;90300.0;NA        
103;202;90300.0;NA        
78;202;90300.0;NA        
75;202;90300.0;NA        
25;202;90300.0;NA        
78;202;90300.0;NA        
85;202;90300.0;NA        
61;202;90300.0;NA        
54;202;90300.0;NA        
26;202;90300.0;NA        
34;202;90300.0;NA        
47;202;90300.0;NA        
95;204;68700.0;NA        
66;204;68700.0;NA        
75;204;68700.0;NA        
32;204;68700.0;NA        
49;204;68700.0;NA        
73;204;68700.0;NA        
33;204;68700.0;NA        
70;204;68700.0;NA        
47;204;68700.0;NA        
39;204;68700.0;NA        
32;204;68700.0;NA        
24;204;68700.0;NA        
56;204;68700.0;NA        
34;204;68700.0;NA        
54;204;68700.0;NA        
49;205;90700.0;NA        
69;205;90700.0;NA        
91;205;90700.0;NA        
66;205;90700.0;NA        
49;205;90700.0;NA        
24;205;90700.0;NA        
61;205;90700.0;NA        
67;205;90700.0;NA        
37;205;90700.0;NA        
47;205;90700.0;NA        
36;205;90700.0;NA        
67;205;90700.0;NA        
24;205;90700.0;NA        
56;205;90700.0;NA        
34;205;90700.0;NA        
59;205;90700.0;NA        
66;205;90700.0;NA        
66;205;90700.0;NA        
87;205;90700.0;NA        
33;205;90700.0;NA        
58;205;90700.0;NA        
73;205;90700.0;NA        
62;205;90700.0;NA        
43;205;90700.0;NA        
34;205;90700.0;NA        
49;205;90700.0;NA        
29;205;90700.0;NA        
23;205;90700.0;NA        
21;205;90700.0;NA        
16;205;90700.0;NA        
47;219;11000.0;NA        
34;219;11000.0;NA        
75;219;11000.0;NA        
84;233;48700.0;NA        
94;233;48700.0;NA        
78;233;48700.0;NA        
16;233;48700.0;NA        
86;233;48700.0;NA        
53;233;48700.0;NA        
82;233;48700.0;NA        
47;233;48700.0;NA        
34;233;48700.0;NA        
34;233;48700.0;NA        
51;233;48700.0;NA        
54;233;48700.0;NA        
33;233;48700.0;NA        
99;233;48700.0;NA        
103;233;48700.0;NA        
78;233;48700.0;NA        
58;233;48700.0;NA        
85;233;48700.0;NA        
23;233;48700.0;NA        
54;233;48700.0;NA        
34;233;48700.0;NA        
47;233;48700.0;NA        
86;239;105000.0;NA        
77;239;105000.0;NA        
52;239;105000.0;NA        
65;239;105000.0;NA        
34;239;105000.0;NA        
47;239;105000.0;NA        
26;239;105000.0;NA        
49;239;105000.0;NA        
29;239;105000.0;NA        
34;239;105000.0;NA        
40;239;105000.0;NA        
69;239;105000.0;NA        
34;239;105000.0;NA        
51;239;105000.0;NA        
54;239;105000.0;NA        
36;239;105000.0;NA        
33;239;105000.0;NA        
33;239;105000.0;NA        
66;239;105000.0;NA        
94;239;105000.0;NA        
57;239;105000.0;NA        
62;239;105000.0;NA        
49;239;105000.0;NA        
29;239;105000.0;NA        
62;239;105000.0;NA        
49;260;89600.0;NA        
67;260;89600.0;NA        
29;260;89600.0;NA        
36;260;89600.0;NA        
67;260;89600.0;NA        
33;260;89600.0;NA        
27;260;89600.0;NA        
51;260;89600.0;NA        
69;260;89600.0;NA        
59;260;89600.0;NA        
54;260;89600.0;NA        
36;260;89600.0;NA        
86;260;89600.0;NA        
52;260;89600.0;NA        
65;260;89600.0;NA        
53;260;89600.0;NA        
82;260;89600.0;NA        
47;260;89600.0;NA        
49;260;89600.0;NA        
34;260;89600.0;NA        
40;260;89600.0;NA        
34;260;89600.0;NA        
51;260;89600.0;NA        
54;260;89600.0;NA        
33;260;89600.0;NA        
33;260;89600.0;NA        
49;286;123700.0;NA        
69;286;123700.0;NA        
91;286;123700.0;NA        
66;286;123700.0;NA        
24;286;123700.0;NA        
61;286;123700.0;NA        
37;286;123700.0;NA        
47;286;123700.0;NA        
67;286;123700.0;NA        
24;286;123700.0;NA        
56;286;123700.0;NA        
34;286;123700.0;NA        
59;286;123700.0;NA        
103;286;123700.0;NA        
56;286;123700.0;NA        
102;286;123700.0;NA        
75;286;123700.0;NA        
25;286;123700.0;NA        
78;286;123700.0;NA        
85;286;123700.0;NA        
32;286;123700.0;NA        
61;286;123700.0;NA        
16;286;123700.0;NA        
70;286;123700.0;NA        
54;286;123700.0;NA        
26;286;123700.0;NA        
68;286;123700.0;NA        
56;319;102700.0;NA        
102;319;102700.0;NA        
75;319;102700.0;NA        
78;319;102700.0;NA        
32;319;102700.0;NA        
16;319;102700.0;NA        
70;319;102700.0;NA        
26;319;102700.0;NA        
27;319;102700.0;NA        
68;319;102700.0;NA        
69;319;102700.0;NA        
91;319;102700.0;NA        
49;319;102700.0;NA        
24;319;102700.0;NA        
67;319;102700.0;NA        
37;319;102700.0;NA        
29;319;102700.0;NA        
36;319;102700.0;NA        
67;319;102700.0;NA        
33;319;102700.0;NA        
27;319;102700.0;NA        
51;319;102700.0;NA        
69;319;102700.0;NA        
59;319;102700.0;NA        
54;319;102700.0;NA        
36;319;102700.0;NA        
86;320;94500.0;NA        
77;320;94500.0;NA        
52;320;94500.0;NA        
65;320;94500.0;NA        
34;320;94500.0;NA        
26;320;94500.0;NA        
49;320;94500.0;NA        
29;320;94500.0;NA        
27;320;94500.0;NA        
51;320;94500.0;NA        
40;320;94500.0;NA        
69;320;94500.0;NA        
34;320;94500.0;NA        
54;320;94500.0;NA        
36;320;94500.0;NA        
33;320;94500.0;NA        
96;320;94500.0;NA        
89;320;94500.0;NA        
83;320;94500.0;NA        
68;320;94500.0;NA        
68;320;94500.0;NA        
92;320;94500.0;NA        
53;320;94500.0;NA        
82;320;94500.0;NA        
47;320;94500.0;NA        
37;320;94500.0;NA        
34;320;94500.0;NA        
43;320;94500.0;NA        
34;320;94500.0;NA        
51;320;94500.0;NA        
54;320;94500.0;NA        
33;320;94500.0;NA        
84;320;94500.0;NA        
56;320;94500.0;NA        
34;320;94500.0;NA        
49;321;105000.0;NA        
69;321;105000.0;NA        
91;321;105000.0;NA        
95;321;105000.0;NA        
66;321;105000.0;NA        
32;321;105000.0;NA        
24;321;105000.0;NA        
49;321;105000.0;NA        
73;321;105000.0;NA        
33;321;105000.0;NA        
70;321;105000.0;NA        
61;321;105000.0;NA        
47;321;105000.0;NA        
39;321;105000.0;NA        
32;321;105000.0;NA        
24;321;105000.0;NA        
56;321;105000.0;NA        
34;321;105000.0;NA        
61;321;105000.0;NA        
24;321;105000.0;NA        
87;321;105000.0;NA        
33;321;105000.0;NA        
58;321;105000.0;NA        
73;321;105000.0;NA        
43;321;105000.0;NA        
23;321;105000.0;NA        
21;321;105000.0;NA        
22;321;105000.0;NA        
99;321;105000.0;NA        
103;321;105000.0;NA        
78;321;105000.0;NA        
58;321;105000.0;NA        
24;321;105000.0;NA        
25;321;105000.0;NA        
61;321;105000.0;NA        
34;321;105000.0;NA        
61;321;105000.0;NA        
86;321;105000.0;NA        
82;321;105000.0;NA        
47;321;105000.0;NA        
43;321;105000.0;NA        
47;328;44100.0;NA        
34;328;44100.0;NA        
34;328;44100.0;NA        
49;328;44100.0;NA        
69;328;44100.0;NA        
91;328;44100.0;NA        
66;328;44100.0;NA        
24;328;44100.0;NA        
61;328;44100.0;NA        
49;328;44100.0;NA        
67;328;44100.0;NA        
29;328;44100.0;NA        
36;328;44100.0;NA        
67;328;44100.0;NA        
33;328;44100.0;NA        
27;328;44100.0;NA        
51;328;44100.0;NA        
69;328;44100.0;NA        
59;328;44100.0;NA        
54;328;44100.0;NA        
36;328;44100.0;NA        
99;339;81100.0;NA        
103;339;81100.0;NA        
78;339;81100.0;NA        
58;339;81100.0;NA        
61;339;81100.0;NA        
34;339;81100.0;NA        
61;339;81100.0;NA        
85;339;81100.0;NA        
23;339;81100.0;NA        
57;339;81100.0;NA        
34;339;81100.0;NA        
47;339;81100.0;NA        
86;339;81100.0;NA        
77;339;81100.0;NA        
52;339;81100.0;NA        
65;339;81100.0;NA        
34;339;81100.0;NA        
26;339;81100.0;NA        
49;339;81100.0;NA        
40;339;81100.0;NA        
33;339;81100.0;NA        
75;347;57700.0;NA        
59;347;57700.0;NA        
54;347;57700.0;NA        
78;347;57700.0;NA        
16;347;57700.0;NA        
98;347;57700.0;NA        
86;347;57700.0;NA        
52;347;57700.0;NA        
65;347;57700.0;NA        
34;347;57700.0;NA        
26;347;57700.0;NA        
49;347;57700.0;NA        
40;347;57700.0;NA        
33;347;57700.0;NA        
33;362;41900.0;NA        
70;362;41900.0;NA        
47;362;41900.0;NA        
32;362;41900.0;NA        
24;362;41900.0;NA        
56;362;41900.0;NA        
34;362;41900.0;NA        
86;362;41900.0;NA        
47;362;41900.0;NA        
34;362;41900.0;NA        
34;362;41900.0;NA        
51;362;41900.0;NA        
86;362;41900.0;NA        
52;362;41900.0;NA        
68;362;41900.0;NA        
68;362;41900.0;NA        
53;362;41900.0;NA        
82;362;41900.0;NA        
47;362;41900.0;NA        
49;362;41900.0;NA        
34;362;41900.0;NA        
43;362;41900.0;NA        
34;362;41900.0;NA        
51;362;41900.0;NA        
54;362;41900.0;NA        
33;362;41900.0;NA        
87;363;114200.0;NA        
33;363;114200.0;NA        
43;363;114200.0;NA        
22;363;114200.0;NA        
59;363;114200.0;NA        
84;363;114200.0;NA        
66;363;114200.0;NA        
54;363;114200.0;NA        
94;363;114200.0;NA        
57;363;114200.0;NA        
78;363;114200.0;NA        
62;363;114200.0;NA        
49;363;114200.0;NA        
29;363;114200.0;NA        
47;363;114200.0;NA        
73;363;114200.0;NA        
16;363;114200.0;NA        
51;363;114200.0;NA        
62;363;114200.0;NA        
98;363;114200.0;NA        
99;363;114200.0;NA        
103;363;114200.0;NA        
78;363;114200.0;NA        
58;363;114200.0;NA        
61;363;114200.0;NA        
24;363;114200.0;NA        
58;363;114200.0;NA        
25;363;114200.0;NA        
73;363;114200.0;NA        
61;363;114200.0;NA        
34;363;114200.0;NA        
61;363;114200.0;NA        
23;363;114200.0;NA        
21;363;114200.0;NA        
95;379;70700.0;NA        
75;379;70700.0;NA        
32;379;70700.0;NA        
59;379;70700.0;NA        
54;379;70700.0;NA        
49;379;70700.0;NA        
73;379;70700.0;NA        
16;379;70700.0;NA        
39;379;70700.0;NA        
98;379;70700.0;NA        
32;379;70700.0;NA        
77;379;70700.0;NA        
34;379;70700.0;NA        
26;379;70700.0;NA        
40;379;70700.0;NA        
33;379;70700.0;NA        
99;379;70700.0;NA        
61;379;70700.0;NA        
24;379;70700.0;NA        
61;379;70700.0;NA        
34;379;70700.0;NA        
61;379;70700.0;NA        
58;379;70700.0;NA        
57;379;70700.0;NA        
56;424;67500.0;NA        
102;424;67500.0;NA        
32;424;67500.0;NA        
70;424;67500.0;NA        
68;424;67500.0;NA        
99;424;67500.0;NA        
61;424;67500.0;NA        
34;424;67500.0;NA        
61;424;67500.0;NA        
58;424;67500.0;NA        
57;424;67500.0;NA        
86;424;67500.0;NA        
92;424;67500.0;NA        
53;424;67500.0;NA        
82;424;67500.0;NA        
37;424;67500.0;NA        
43;424;67500.0;NA        
51;424;67500.0;NA        
54;424;67500.0;NA        
33;424;67500.0;NA        
77;447;49700.0;NA        
34;447;49700.0;NA        
26;447;49700.0;NA        
29;447;49700.0;NA        
40;447;49700.0;NA        
69;447;49700.0;NA        
36;447;49700.0;NA        
33;447;49700.0;NA        
33;447;49700.0;NA        
70;447;49700.0;NA        
49;447;49700.0;NA        
67;447;49700.0;NA        
36;447;49700.0;NA        
67;447;49700.0;NA        
33;447;49700.0;NA        
27;447;49700.0;NA        
51;447;49700.0;NA        
59;447;49700.0;NA        
54;447;49700.0;NA        
77;450;77600.0;NA        
49;450;77600.0;NA        
67;450;77600.0;NA        
37;450;77600.0;NA        
29;450;77600.0;NA        
36;450;77600.0;NA        
67;450;77600.0;NA        
33;450;77600.0;NA        
27;450;77600.0;NA        
51;450;77600.0;NA        
69;450;77600.0;NA        
59;450;77600.0;NA        
54;450;77600.0;NA        
36;450;77600.0;NA        
61;450;77600.0;NA        
34;450;77600.0;NA        
61;450;77600.0;NA        
58;450;77600.0;NA        
57;450;77600.0;NA        
86;450;77600.0;NA        
77;450;77600.0;NA        
52;450;77600.0;NA        
65;450;77600.0;NA        
34;450;77600.0;NA        
26;450;77600.0;NA        
49;450;77600.0;NA        
40;450;77600.0;NA        
33;450;77600.0;NA        
66;450;77600.0;NA        
87;450;77600.0;NA        
33;450;77600.0;NA        
57;450;77600.0;NA        
43;450;77600.0;NA        
34;450;77600.0;NA        
49;450;77600.0;NA        
29;450;77600.0;NA        
47;450;77600.0;NA        
73;450;77600.0;NA        
51;450;77600.0;NA        
62;450;77600.0;NA        
96;455;95400.0;NA        
89;455;95400.0;NA        
83;455;95400.0;NA        
68;455;95400.0;NA        
68;455;95400.0;NA        
92;455;95400.0;NA        
37;455;95400.0;NA        
43;455;95400.0;NA        
99;455;95400.0;NA        
103;455;95400.0;NA        
78;455;95400.0;NA        
58;455;95400.0;NA        
85;455;95400.0;NA        
23;455;95400.0;NA        
54;455;95400.0;NA        
34;455;95400.0;NA        
47;455;95400.0;NA        
22;456;39800.0;NA        
66;456;39800.0;NA        
49;456;39800.0;NA        
33;456;39800.0;NA        
70;456;39800.0;NA        
47;456;39800.0;NA        
32;456;39800.0;NA        
24;456;39800.0;NA        
56;456;39800.0;NA        
34;456;39800.0;NA        
68;462;85800.0;NA        
53;462;85800.0;NA        
43;462;85800.0;NA        
59;462;85800.0;NA        
84;462;85800.0;NA        
66;462;85800.0;NA        
54;462;85800.0;NA        
94;462;85800.0;NA        
57;462;85800.0;NA        
78;462;85800.0;NA        
62;462;85800.0;NA        
49;462;85800.0;NA        
29;462;85800.0;NA        
47;462;85800.0;NA        
16;462;85800.0;NA        
51;462;85800.0;NA        
62;462;85800.0;NA        
98;462;85800.0;NA        
49;462;85800.0;NA        
69;462;85800.0;NA        
91;462;85800.0;NA        
66;462;85800.0;NA        
33;462;85800.0;NA        
27;462;85800.0;NA        
51;462;85800.0;NA        
59;462;85800.0;NA        
27;475;55400.0;NA        
51;475;55400.0;NA        
54;475;55400.0;NA        
99;475;55400.0;NA        
58;475;55400.0;NA        
61;475;55400.0;NA        
24;475;55400.0;NA        
61;475;55400.0;NA        
34;475;55400.0;NA        
61;475;55400.0;NA        
58;475;55400.0;NA        
23;475;55400.0;NA        
57;475;55400.0;NA        
84;486;72600.0;NA        
94;486;72600.0;NA        
57;486;72600.0;NA        
78;486;72600.0;NA        
62;486;72600.0;NA        
16;486;72600.0;NA        
69;486;72600.0;NA        
24;486;72600.0;NA        
37;486;72600.0;NA        
84;486;72600.0;NA        
66;486;72600.0;NA        
87;486;72600.0;NA        
94;486;72600.0;NA        
57;486;72600.0;NA        
78;486;72600.0;NA        
62;486;72600.0;NA        
16;486;72600.0;NA        
39;486;72600.0;NA        
98;486;72600.0;NA        
32;486;72600.0;NA        
24;486;72600.0;NA        
56;486;72600.0;NA        
34;486;72600.0;NA        
61;487;60300.0;NA        
24;487;60300.0;NA        
87;487;60300.0;NA        
33;487;60300.0;NA        
58;487;60300.0;NA        
73;487;60300.0;NA        
58;487;60300.0;NA        
23;487;60300.0;NA        
21;487;60300.0;NA        
22;487;60300.0;NA        
57;487;60300.0;NA        
56;487;60300.0;NA        
102;487;60300.0;NA        
16;487;60300.0;NA        
26;487;60300.0;NA        
103;495;85100.0;NA        
56;495;85100.0;NA        
102;495;85100.0;NA        
75;495;85100.0;NA        
25;495;85100.0;NA        
78;495;85100.0;NA        
92;495;85100.0;NA        
85;495;85100.0;NA        
32;495;85100.0;NA        
61;495;85100.0;NA        
16;495;85100.0;NA        
70;495;85100.0;NA        
54;495;85100.0;NA        
26;495;85100.0;NA        
27;495;85100.0;NA        
