ORDERNUMBER;ORDERDATE;REQUIREDDATE;SHIPPEDDATE
10100;2003-01-06 00:00:00.0;2003-01-13 00:00:00.0;2003-01-10 00:00:00.0
10100;2003-01-06 00:00:00.0;2003-01-13 00:00:00.0;2003-01-10 00:00:00.0
10100;2003-01-06 00:00:00.0;2003-01-13 00:00:00.0;2003-01-10 00:00:00.0
10100;2003-01-06 00:00:00.0;2003-01-13 00:00:00.0;2003-01-10 00:00:00.0
10100;2003-01-06 00:00:00.0;2003-01-13 00:00:00.0;2003-01-10 00:00:00.0
10100;2003-01-06 00:00:00.0;2003-01-13 00:00:00.0;2003-01-10 00:00:00.0
10100;2003-01-06 00:00:00.0;2003-01-13 00:00:00.0;2003-01-10 00:00:00.0
10100;2003-01-06 00:00:00.0;2003-01-13 00:00:00.0;2003-01-10 00:00:00.0
10100;2003-01-06 00:00:00.0;2003-01-13 00:00:00.0;2003-01-10 00:00:00.0
10101;2003-01-09 00:00:00.0;2003-01-18 00:00:00.0;2003-01-11 00:00:00.0
10101;2003-01-09 00:00:00.0;2003-01-18 00:00:00.0;2003-01-11 00:00:00.0
10101;2003-01-09 00:00:00.0;2003-01-18 00:00:00.0;2003-01-11 00:00:00.0
10101;2003-01-09 00:00:00.0;2003-01-18 00:00:00.0;2003-01-11 00:00:00.0
10101;2003-01-09 00:00:00.0;2003-01-18 00:00:00.0;2003-01-11 00:00:00.0
10101;2003-01-09 00:00:00.0;2003-01-18 00:00:00.0;2003-01-11 00:00:00.0
10101;2003-01-09 00:00:00.0;2003-01-18 00:00:00.0;2003-01-11 00:00:00.0
10101;2003-01-09 00:00:00.0;2003-01-18 00:00:00.0;2003-01-11 00:00:00.0
10101;2003-01-09 00:00:00.0;2003-01-18 00:00:00.0;2003-01-11 00:00:00.0
10101;2003-01-09 00:00:00.0;2003-01-18 00:00:00.0;2003-01-11 00:00:00.0
10101;2003-01-09 00:00:00.0;2003-01-18 00:00:00.0;2003-01-11 00:00:00.0
10101;2003-01-09 00:00:00.0;2003-01-18 00:00:00.0;2003-01-11 00:00:00.0
10101;2003-01-09 00:00:00.0;2003-01-18 00:00:00.0;2003-01-11 00:00:00.0
10101;2003-01-09 00:00:00.0;2003-01-18 00:00:00.0;2003-01-11 00:00:00.0
10101;2003-01-09 00:00:00.0;2003-01-18 00:00:00.0;2003-01-11 00:00:00.0
10101;2003-01-09 00:00:00.0;2003-01-18 00:00:00.0;2003-01-11 00:00:00.0
10101;2003-01-09 00:00:00.0;2003-01-18 00:00:00.0;2003-01-11 00:00:00.0
10101;2003-01-09 00:00:00.0;2003-01-18 00:00:00.0;2003-01-11 00:00:00.0
10101;2003-01-09 00:00:00.0;2003-01-18 00:00:00.0;2003-01-11 00:00:00.0
10101;2003-01-09 00:00:00.0;2003-01-18 00:00:00.0;2003-01-11 00:00:00.0
10101;2003-01-09 00:00:00.0;2003-01-18 00:00:00.0;2003-01-11 00:00:00.0
10101;2003-01-09 00:00:00.0;2003-01-18 00:00:00.0;2003-01-11 00:00:00.0
10101;2003-01-09 00:00:00.0;2003-01-18 00:00:00.0;2003-01-11 00:00:00.0
10101;2003-01-09 00:00:00.0;2003-01-18 00:00:00.0;2003-01-11 00:00:00.0
10101;2003-01-09 00:00:00.0;2003-01-18 00:00:00.0;2003-01-11 00:00:00.0
10101;2003-01-09 00:00:00.0;2003-01-18 00:00:00.0;2003-01-11 00:00:00.0
10101;2003-01-09 00:00:00.0;2003-01-18 00:00:00.0;2003-01-11 00:00:00.0
10101;2003-01-09 00:00:00.0;2003-01-18 00:00:00.0;2003-01-11 00:00:00.0
10101;2003-01-09 00:00:00.0;2003-01-18 00:00:00.0;2003-01-11 00:00:00.0
10101;2003-01-09 00:00:00.0;2003-01-18 00:00:00.0;2003-01-11 00:00:00.0
10101;2003-01-09 00:00:00.0;2003-01-18 00:00:00.0;2003-01-11 00:00:00.0
10101;2003-01-09 00:00:00.0;2003-01-18 00:00:00.0;2003-01-11 00:00:00.0
10101;2003-01-09 00:00:00.0;2003-01-18 00:00:00.0;2003-01-11 00:00:00.0
10101;2003-01-09 00:00:00.0;2003-01-18 00:00:00.0;2003-01-11 00:00:00.0
10101;2003-01-09 00:00:00.0;2003-01-18 00:00:00.0;2003-01-11 00:00:00.0
10101;2003-01-09 00:00:00.0;2003-01-18 00:00:00.0;2003-01-11 00:00:00.0
10102;2003-01-10 00:00:00.0;2003-01-18 00:00:00.0;2003-01-14 00:00:00.0
10102;2003-01-10 00:00:00.0;2003-01-18 00:00:00.0;2003-01-14 00:00:00.0
10102;2003-01-10 00:00:00.0;2003-01-18 00:00:00.0;2003-01-14 00:00:00.0
10102;2003-01-10 00:00:00.0;2003-01-18 00:00:00.0;2003-01-14 00:00:00.0
10102;2003-01-10 00:00:00.0;2003-01-18 00:00:00.0;2003-01-14 00:00:00.0
10102;2003-01-10 00:00:00.0;2003-01-18 00:00:00.0;2003-01-14 00:00:00.0
10102;2003-01-10 00:00:00.0;2003-01-18 00:00:00.0;2003-01-14 00:00:00.0
10102;2003-01-10 00:00:00.0;2003-01-18 00:00:00.0;2003-01-14 00:00:00.0
10102;2003-01-10 00:00:00.0;2003-01-18 00:00:00.0;2003-01-14 00:00:00.0
10102;2003-01-10 00:00:00.0;2003-01-18 00:00:00.0;2003-01-14 00:00:00.0
10102;2003-01-10 00:00:00.0;2003-01-18 00:00:00.0;2003-01-14 00:00:00.0
10102;2003-01-10 00:00:00.0;2003-01-18 00:00:00.0;2003-01-14 00:00:00.0
10102;2003-01-10 00:00:00.0;2003-01-18 00:00:00.0;2003-01-14 00:00:00.0
10102;2003-01-10 00:00:00.0;2003-01-18 00:00:00.0;2003-01-14 00:00:00.0
10102;2003-01-10 00:00:00.0;2003-01-18 00:00:00.0;2003-01-14 00:00:00.0
10102;2003-01-10 00:00:00.0;2003-01-18 00:00:00.0;2003-01-14 00:00:00.0
10102;2003-01-10 00:00:00.0;2003-01-18 00:00:00.0;2003-01-14 00:00:00.0
10102;2003-01-10 00:00:00.0;2003-01-18 00:00:00.0;2003-01-14 00:00:00.0
10102;2003-01-10 00:00:00.0;2003-01-18 00:00:00.0;2003-01-14 00:00:00.0
10102;2003-01-10 00:00:00.0;2003-01-18 00:00:00.0;2003-01-14 00:00:00.0
10102;2003-01-10 00:00:00.0;2003-01-18 00:00:00.0;2003-01-14 00:00:00.0
10102;2003-01-10 00:00:00.0;2003-01-18 00:00:00.0;2003-01-14 00:00:00.0
10102;2003-01-10 00:00:00.0;2003-01-18 00:00:00.0;2003-01-14 00:00:00.0
10102;2003-01-10 00:00:00.0;2003-01-18 00:00:00.0;2003-01-14 00:00:00.0
10102;2003-01-10 00:00:00.0;2003-01-18 00:00:00.0;2003-01-14 00:00:00.0
10102;2003-01-10 00:00:00.0;2003-01-18 00:00:00.0;2003-01-14 00:00:00.0
10102;2003-01-10 00:00:00.0;2003-01-18 00:00:00.0;2003-01-14 00:00:00.0
10102;2003-01-10 00:00:00.0;2003-01-18 00:00:00.0;2003-01-14 00:00:00.0
10102;2003-01-10 00:00:00.0;2003-01-18 00:00:00.0;2003-01-14 00:00:00.0
10102;2003-01-10 00:00:00.0;2003-01-18 00:00:00.0;2003-01-14 00:00:00.0
10102;2003-01-10 00:00:00.0;2003-01-18 00:00:00.0;2003-01-14 00:00:00.0
10102;2003-01-10 00:00:00.0;2003-01-18 00:00:00.0;2003-01-14 00:00:00.0
10102;2003-01-10 00:00:00.0;2003-01-18 00:00:00.0;2003-01-14 00:00:00.0
10102;2003-01-10 00:00:00.0;2003-01-18 00:00:00.0;2003-01-14 00:00:00.0
10102;2003-01-10 00:00:00.0;2003-01-18 00:00:00.0;2003-01-14 00:00:00.0
10102;2003-01-10 00:00:00.0;2003-01-18 00:00:00.0;2003-01-14 00:00:00.0
10103;2003-01-29 00:00:00.0;2003-02-07 00:00:00.0;2003-02-02 00:00:00.0
10103;2003-01-29 00:00:00.0;2003-02-07 00:00:00.0;2003-02-02 00:00:00.0
10103;2003-01-29 00:00:00.0;2003-02-07 00:00:00.0;2003-02-02 00:00:00.0
10103;2003-01-29 00:00:00.0;2003-02-07 00:00:00.0;2003-02-02 00:00:00.0
10103;2003-01-29 00:00:00.0;2003-02-07 00:00:00.0;2003-02-02 00:00:00.0
10103;2003-01-29 00:00:00.0;2003-02-07 00:00:00.0;2003-02-02 00:00:00.0
10103;2003-01-29 00:00:00.0;2003-02-07 00:00:00.0;2003-02-02 00:00:00.0
10103;2003-01-29 00:00:00.0;2003-02-07 00:00:00.0;2003-02-02 00:00:00.0
10103;2003-01-29 00:00:00.0;2003-02-07 00:00:00.0;2003-02-02 00:00:00.0
10103;2003-01-29 00:00:00.0;2003-02-07 00:00:00.0;2003-02-02 00:00:00.0
10103;2003-01-29 00:00:00.0;2003-02-07 00:00:00.0;2003-02-02 00:00:00.0
10103;2003-01-29 00:00:00.0;2003-02-07 00:00:00.0;2003-02-02 00:00:00.0
10103;2003-01-29 00:00:00.0;2003-02-07 00:00:00.0;2003-02-02 00:00:00.0
10103;2003-01-29 00:00:00.0;2003-02-07 00:00:00.0;2003-02-02 00:00:00.0
10103;2003-01-29 00:00:00.0;2003-02-07 00:00:00.0;2003-02-02 00:00:00.0
10103;2003-01-29 00:00:00.0;2003-02-07 00:00:00.0;2003-02-02 00:00:00.0
10103;2003-01-29 00:00:00.0;2003-02-07 00:00:00.0;2003-02-02 00:00:00.0
10103;2003-01-29 00:00:00.0;2003-02-07 00:00:00.0;2003-02-02 00:00:00.0
10103;2003-01-29 00:00:00.0;2003-02-07 00:00:00.0;2003-02-02 00:00:00.0
10103;2003-01-29 00:00:00.0;2003-02-07 00:00:00.0;2003-02-02 00:00:00.0
10103;2003-01-29 00:00:00.0;2003-02-07 00:00:00.0;2003-02-02 00:00:00.0
10103;2003-01-29 00:00:00.0;2003-02-07 00:00:00.0;2003-02-02 00:00:00.0
10103;2003-01-29 00:00:00.0;2003-02-07 00:00:00.0;2003-02-02 00:00:00.0
10103;2003-01-29 00:00:00.0;2003-02-07 00:00:00.0;2003-02-02 00:00:00.0
10103;2003-01-29 00:00:00.0;2003-02-07 00:00:00.0;2003-02-02 00:00:00.0
10103;2003-01-29 00:00:00.0;2003-02-07 00:00:00.0;2003-02-02 00:00:00.0
10103;2003-01-29 00:00:00.0;2003-02-07 00:00:00.0;2003-02-02 00:00:00.0
10103;2003-01-29 00:00:00.0;2003-02-07 00:00:00.0;2003-02-02 00:00:00.0
10103;2003-01-29 00:00:00.0;2003-02-07 00:00:00.0;2003-02-02 00:00:00.0
10103;2003-01-29 00:00:00.0;2003-02-07 00:00:00.0;2003-02-02 00:00:00.0
10103;2003-01-29 00:00:00.0;2003-02-07 00:00:00.0;2003-02-02 00:00:00.0
10103;2003-01-29 00:00:00.0;2003-02-07 00:00:00.0;2003-02-02 00:00:00.0
10103;2003-01-29 00:00:00.0;2003-02-07 00:00:00.0;2003-02-02 00:00:00.0
10103;2003-01-29 00:00:00.0;2003-02-07 00:00:00.0;2003-02-02 00:00:00.0
10103;2003-01-29 00:00:00.0;2003-02-07 00:00:00.0;2003-02-02 00:00:00.0
10103;2003-01-29 00:00:00.0;2003-02-07 00:00:00.0;2003-02-02 00:00:00.0
10104;2003-01-31 00:00:00.0;2003-02-09 00:00:00.0;2003-02-01 00:00:00.0
10104;2003-01-31 00:00:00.0;2003-02-09 00:00:00.0;2003-02-01 00:00:00.0
10104;2003-01-31 00:00:00.0;2003-02-09 00:00:00.0;2003-02-01 00:00:00.0
10104;2003-01-31 00:00:00.0;2003-02-09 00:00:00.0;2003-02-01 00:00:00.0
10104;2003-01-31 00:00:00.0;2003-02-09 00:00:00.0;2003-02-01 00:00:00.0
10104;2003-01-31 00:00:00.0;2003-02-09 00:00:00.0;2003-02-01 00:00:00.0
10104;2003-01-31 00:00:00.0;2003-02-09 00:00:00.0;2003-02-01 00:00:00.0
10104;2003-01-31 00:00:00.0;2003-02-09 00:00:00.0;2003-02-01 00:00:00.0
10104;2003-01-31 00:00:00.0;2003-02-09 00:00:00.0;2003-02-01 00:00:00.0
10104;2003-01-31 00:00:00.0;2003-02-09 00:00:00.0;2003-02-01 00:00:00.0
10104;2003-01-31 00:00:00.0;2003-02-09 00:00:00.0;2003-02-01 00:00:00.0
10104;2003-01-31 00:00:00.0;2003-02-09 00:00:00.0;2003-02-01 00:00:00.0
10104;2003-01-31 00:00:00.0;2003-02-09 00:00:00.0;2003-02-01 00:00:00.0
10104;2003-01-31 00:00:00.0;2003-02-09 00:00:00.0;2003-02-01 00:00:00.0
10104;2003-01-31 00:00:00.0;2003-02-09 00:00:00.0;2003-02-01 00:00:00.0
10104;2003-01-31 00:00:00.0;2003-02-09 00:00:00.0;2003-02-01 00:00:00.0
10104;2003-01-31 00:00:00.0;2003-02-09 00:00:00.0;2003-02-01 00:00:00.0
10104;2003-01-31 00:00:00.0;2003-02-09 00:00:00.0;2003-02-01 00:00:00.0
10104;2003-01-31 00:00:00.0;2003-02-09 00:00:00.0;2003-02-01 00:00:00.0
10104;2003-01-31 00:00:00.0;2003-02-09 00:00:00.0;2003-02-01 00:00:00.0
10104;2003-01-31 00:00:00.0;2003-02-09 00:00:00.0;2003-02-01 00:00:00.0
10104;2003-01-31 00:00:00.0;2003-02-09 00:00:00.0;2003-02-01 00:00:00.0
10104;2003-01-31 00:00:00.0;2003-02-09 00:00:00.0;2003-02-01 00:00:00.0
10104;2003-01-31 00:00:00.0;2003-02-09 00:00:00.0;2003-02-01 00:00:00.0
10104;2003-01-31 00:00:00.0;2003-02-09 00:00:00.0;2003-02-01 00:00:00.0
10104;2003-01-31 00:00:00.0;2003-02-09 00:00:00.0;2003-02-01 00:00:00.0
10104;2003-01-31 00:00:00.0;2003-02-09 00:00:00.0;2003-02-01 00:00:00.0
10104;2003-01-31 00:00:00.0;2003-02-09 00:00:00.0;2003-02-01 00:00:00.0
10104;2003-01-31 00:00:00.0;2003-02-09 00:00:00.0;2003-02-01 00:00:00.0
10104;2003-01-31 00:00:00.0;2003-02-09 00:00:00.0;2003-02-01 00:00:00.0
10104;2003-01-31 00:00:00.0;2003-02-09 00:00:00.0;2003-02-01 00:00:00.0
10104;2003-01-31 00:00:00.0;2003-02-09 00:00:00.0;2003-02-01 00:00:00.0
10104;2003-01-31 00:00:00.0;2003-02-09 00:00:00.0;2003-02-01 00:00:00.0
10104;2003-01-31 00:00:00.0;2003-02-09 00:00:00.0;2003-02-01 00:00:00.0
10104;2003-01-31 00:00:00.0;2003-02-09 00:00:00.0;2003-02-01 00:00:00.0
10104;2003-01-31 00:00:00.0;2003-02-09 00:00:00.0;2003-02-01 00:00:00.0
10105;2003-02-11 00:00:00.0;2003-02-21 00:00:00.0;2003-02-12 00:00:00.0
10105;2003-02-11 00:00:00.0;2003-02-21 00:00:00.0;2003-02-12 00:00:00.0
10105;2003-02-11 00:00:00.0;2003-02-21 00:00:00.0;2003-02-12 00:00:00.0
10105;2003-02-11 00:00:00.0;2003-02-21 00:00:00.0;2003-02-12 00:00:00.0
10105;2003-02-11 00:00:00.0;2003-02-21 00:00:00.0;2003-02-12 00:00:00.0
10105;2003-02-11 00:00:00.0;2003-02-21 00:00:00.0;2003-02-12 00:00:00.0
10105;2003-02-11 00:00:00.0;2003-02-21 00:00:00.0;2003-02-12 00:00:00.0
10105;2003-02-11 00:00:00.0;2003-02-21 00:00:00.0;2003-02-12 00:00:00.0
10105;2003-02-11 00:00:00.0;2003-02-21 00:00:00.0;2003-02-12 00:00:00.0
10105;2003-02-11 00:00:00.0;2003-02-21 00:00:00.0;2003-02-12 00:00:00.0
10105;2003-02-11 00:00:00.0;2003-02-21 00:00:00.0;2003-02-12 00:00:00.0
10105;2003-02-11 00:00:00.0;2003-02-21 00:00:00.0;2003-02-12 00:00:00.0
10105;2003-02-11 00:00:00.0;2003-02-21 00:00:00.0;2003-02-12 00:00:00.0
10105;2003-02-11 00:00:00.0;2003-02-21 00:00:00.0;2003-02-12 00:00:00.0
10105;2003-02-11 00:00:00.0;2003-02-21 00:00:00.0;2003-02-12 00:00:00.0
10105;2003-02-11 00:00:00.0;2003-02-21 00:00:00.0;2003-02-12 00:00:00.0
10105;2003-02-11 00:00:00.0;2003-02-21 00:00:00.0;2003-02-12 00:00:00.0
10105;2003-02-11 00:00:00.0;2003-02-21 00:00:00.0;2003-02-12 00:00:00.0
10105;2003-02-11 00:00:00.0;2003-02-21 00:00:00.0;2003-02-12 00:00:00.0
10105;2003-02-11 00:00:00.0;2003-02-21 00:00:00.0;2003-02-12 00:00:00.0
10105;2003-02-11 00:00:00.0;2003-02-21 00:00:00.0;2003-02-12 00:00:00.0
10105;2003-02-11 00:00:00.0;2003-02-21 00:00:00.0;2003-02-12 00:00:00.0
10105;2003-02-11 00:00:00.0;2003-02-21 00:00:00.0;2003-02-12 00:00:00.0
10105;2003-02-11 00:00:00.0;2003-02-21 00:00:00.0;2003-02-12 00:00:00.0
10105;2003-02-11 00:00:00.0;2003-02-21 00:00:00.0;2003-02-12 00:00:00.0
10105;2003-02-11 00:00:00.0;2003-02-21 00:00:00.0;2003-02-12 00:00:00.0
10105;2003-02-11 00:00:00.0;2003-02-21 00:00:00.0;2003-02-12 00:00:00.0
10105;2003-02-11 00:00:00.0;2003-02-21 00:00:00.0;2003-02-12 00:00:00.0
10105;2003-02-11 00:00:00.0;2003-02-21 00:00:00.0;2003-02-12 00:00:00.0
10105;2003-02-11 00:00:00.0;2003-02-21 00:00:00.0;2003-02-12 00:00:00.0
10105;2003-02-11 00:00:00.0;2003-02-21 00:00:00.0;2003-02-12 00:00:00.0
10105;2003-02-11 00:00:00.0;2003-02-21 00:00:00.0;2003-02-12 00:00:00.0
10105;2003-02-11 00:00:00.0;2003-02-21 00:00:00.0;2003-02-12 00:00:00.0
10105;2003-02-11 00:00:00.0;2003-02-21 00:00:00.0;2003-02-12 00:00:00.0
10105;2003-02-11 00:00:00.0;2003-02-21 00:00:00.0;2003-02-12 00:00:00.0
10105;2003-02-11 00:00:00.0;2003-02-21 00:00:00.0;2003-02-12 00:00:00.0
10106;2003-02-17 00:00:00.0;2003-02-24 00:00:00.0;2003-02-21 00:00:00.0
10106;2003-02-17 00:00:00.0;2003-02-24 00:00:00.0;2003-02-21 00:00:00.0
10106;2003-02-17 00:00:00.0;2003-02-24 00:00:00.0;2003-02-21 00:00:00.0
10106;2003-02-17 00:00:00.0;2003-02-24 00:00:00.0;2003-02-21 00:00:00.0
10106;2003-02-17 00:00:00.0;2003-02-24 00:00:00.0;2003-02-21 00:00:00.0
10106;2003-02-17 00:00:00.0;2003-02-24 00:00:00.0;2003-02-21 00:00:00.0
10106;2003-02-17 00:00:00.0;2003-02-24 00:00:00.0;2003-02-21 00:00:00.0
10106;2003-02-17 00:00:00.0;2003-02-24 00:00:00.0;2003-02-21 00:00:00.0
10106;2003-02-17 00:00:00.0;2003-02-24 00:00:00.0;2003-02-21 00:00:00.0
10106;2003-02-17 00:00:00.0;2003-02-24 00:00:00.0;2003-02-21 00:00:00.0
10106;2003-02-17 00:00:00.0;2003-02-24 00:00:00.0;2003-02-21 00:00:00.0
10106;2003-02-17 00:00:00.0;2003-02-24 00:00:00.0;2003-02-21 00:00:00.0
10106;2003-02-17 00:00:00.0;2003-02-24 00:00:00.0;2003-02-21 00:00:00.0
10106;2003-02-17 00:00:00.0;2003-02-24 00:00:00.0;2003-02-21 00:00:00.0
10106;2003-02-17 00:00:00.0;2003-02-24 00:00:00.0;2003-02-21 00:00:00.0
10106;2003-02-17 00:00:00.0;2003-02-24 00:00:00.0;2003-02-21 00:00:00.0
10106;2003-02-17 00:00:00.0;2003-02-24 00:00:00.0;2003-02-21 00:00:00.0
10106;2003-02-17 00:00:00.0;2003-02-24 00:00:00.0;2003-02-21 00:00:00.0
10106;2003-02-17 00:00:00.0;2003-02-24 00:00:00.0;2003-02-21 00:00:00.0
10106;2003-02-17 00:00:00.0;2003-02-24 00:00:00.0;2003-02-21 00:00:00.0
10106;2003-02-17 00:00:00.0;2003-02-24 00:00:00.0;2003-02-21 00:00:00.0
10106;2003-02-17 00:00:00.0;2003-02-24 00:00:00.0;2003-02-21 00:00:00.0
10106;2003-02-17 00:00:00.0;2003-02-24 00:00:00.0;2003-02-21 00:00:00.0
10106;2003-02-17 00:00:00.0;2003-02-24 00:00:00.0;2003-02-21 00:00:00.0
10106;2003-02-17 00:00:00.0;2003-02-24 00:00:00.0;2003-02-21 00:00:00.0
10106;2003-02-17 00:00:00.0;2003-02-24 00:00:00.0;2003-02-21 00:00:00.0
10106;2003-02-17 00:00:00.0;2003-02-24 00:00:00.0;2003-02-21 00:00:00.0
10106;2003-02-17 00:00:00.0;2003-02-24 00:00:00.0;2003-02-21 00:00:00.0
10106;2003-02-17 00:00:00.0;2003-02-24 00:00:00.0;2003-02-21 00:00:00.0
10106;2003-02-17 00:00:00.0;2003-02-24 00:00:00.0;2003-02-21 00:00:00.0
10106;2003-02-17 00:00:00.0;2003-02-24 00:00:00.0;2003-02-21 00:00:00.0
10106;2003-02-17 00:00:00.0;2003-02-24 00:00:00.0;2003-02-21 00:00:00.0
10106;2003-02-17 00:00:00.0;2003-02-24 00:00:00.0;2003-02-21 00:00:00.0
10106;2003-02-17 00:00:00.0;2003-02-24 00:00:00.0;2003-02-21 00:00:00.0
10106;2003-02-17 00:00:00.0;2003-02-24 00:00:00.0;2003-02-21 00:00:00.0
10106;2003-02-17 00:00:00.0;2003-02-24 00:00:00.0;2003-02-21 00:00:00.0
10107;2003-02-24 00:00:00.0;2003-03-03 00:00:00.0;2003-02-26 00:00:00.0
10107;2003-02-24 00:00:00.0;2003-03-03 00:00:00.0;2003-02-26 00:00:00.0
10107;2003-02-24 00:00:00.0;2003-03-03 00:00:00.0;2003-02-26 00:00:00.0
10107;2003-02-24 00:00:00.0;2003-03-03 00:00:00.0;2003-02-26 00:00:00.0
10107;2003-02-24 00:00:00.0;2003-03-03 00:00:00.0;2003-02-26 00:00:00.0
10107;2003-02-24 00:00:00.0;2003-03-03 00:00:00.0;2003-02-26 00:00:00.0
10107;2003-02-24 00:00:00.0;2003-03-03 00:00:00.0;2003-02-26 00:00:00.0
10107;2003-02-24 00:00:00.0;2003-03-03 00:00:00.0;2003-02-26 00:00:00.0
10107;2003-02-24 00:00:00.0;2003-03-03 00:00:00.0;2003-02-26 00:00:00.0
10107;2003-02-24 00:00:00.0;2003-03-03 00:00:00.0;2003-02-26 00:00:00.0
10107;2003-02-24 00:00:00.0;2003-03-03 00:00:00.0;2003-02-26 00:00:00.0
10107;2003-02-24 00:00:00.0;2003-03-03 00:00:00.0;2003-02-26 00:00:00.0
10107;2003-02-24 00:00:00.0;2003-03-03 00:00:00.0;2003-02-26 00:00:00.0
10107;2003-02-24 00:00:00.0;2003-03-03 00:00:00.0;2003-02-26 00:00:00.0
10107;2003-02-24 00:00:00.0;2003-03-03 00:00:00.0;2003-02-26 00:00:00.0
10107;2003-02-24 00:00:00.0;2003-03-03 00:00:00.0;2003-02-26 00:00:00.0
10107;2003-02-24 00:00:00.0;2003-03-03 00:00:00.0;2003-02-26 00:00:00.0
10107;2003-02-24 00:00:00.0;2003-03-03 00:00:00.0;2003-02-26 00:00:00.0
10107;2003-02-24 00:00:00.0;2003-03-03 00:00:00.0;2003-02-26 00:00:00.0
10107;2003-02-24 00:00:00.0;2003-03-03 00:00:00.0;2003-02-26 00:00:00.0
10107;2003-02-24 00:00:00.0;2003-03-03 00:00:00.0;2003-02-26 00:00:00.0
10107;2003-02-24 00:00:00.0;2003-03-03 00:00:00.0;2003-02-26 00:00:00.0
10107;2003-02-24 00:00:00.0;2003-03-03 00:00:00.0;2003-02-26 00:00:00.0
10107;2003-02-24 00:00:00.0;2003-03-03 00:00:00.0;2003-02-26 00:00:00.0
10107;2003-02-24 00:00:00.0;2003-03-03 00:00:00.0;2003-02-26 00:00:00.0
10107;2003-02-24 00:00:00.0;2003-03-03 00:00:00.0;2003-02-26 00:00:00.0
10107;2003-02-24 00:00:00.0;2003-03-03 00:00:00.0;2003-02-26 00:00:00.0
10107;2003-02-24 00:00:00.0;2003-03-03 00:00:00.0;2003-02-26 00:00:00.0
10107;2003-02-24 00:00:00.0;2003-03-03 00:00:00.0;2003-02-26 00:00:00.0
10107;2003-02-24 00:00:00.0;2003-03-03 00:00:00.0;2003-02-26 00:00:00.0
10107;2003-02-24 00:00:00.0;2003-03-03 00:00:00.0;2003-02-26 00:00:00.0
10107;2003-02-24 00:00:00.0;2003-03-03 00:00:00.0;2003-02-26 00:00:00.0
10107;2003-02-24 00:00:00.0;2003-03-03 00:00:00.0;2003-02-26 00:00:00.0
10107;2003-02-24 00:00:00.0;2003-03-03 00:00:00.0;2003-02-26 00:00:00.0
10107;2003-02-24 00:00:00.0;2003-03-03 00:00:00.0;2003-02-26 00:00:00.0
10107;2003-02-24 00:00:00.0;2003-03-03 00:00:00.0;2003-02-26 00:00:00.0
10108;2003-03-03 00:00:00.0;2003-03-12 00:00:00.0;2003-03-08 00:00:00.0
10108;2003-03-03 00:00:00.0;2003-03-12 00:00:00.0;2003-03-08 00:00:00.0
